variant,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional
baseline_static,2020-01-02,2026-03-16,0.07883062506341565,2.576408009944262,-2.4975773848808465,0.012829048721767045,0.01326183510736602,0.967865407405411,1.2047020328971094,0.014338291777009848,0.8947403861830502,0.32266666666666666,1.738,5.404708663468657,292,3132.0984365850004,-1.0552827399945246,150,147,145,2,0.98,0.4482758620689655,0.028597131626973454,-0.017881279405132976,1.8444886476655842,20000.0
tp1_trailing_default,2020-01-02,2026-03-16,0.07360711456404556,2.576408009944262,-2.5028008953802168,0.012003522063559702,0.009416085667981203,1.2719327447127058,1.515343353017429,0.008948275348718004,1.3414341418628133,0.24666666666666667,0.942,5.391686491258927,293,3139.610935955,-1.0503153722939005,150,147,146,1,0.98,0.5958904109589042,0.02765252170079153,0.028546010922491052,2.2429096652367715,20000.0
