label,researcher_class,tp1_fraction_of_target,ma_trail_window,ma_exit_buffer_pct,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
ma_tp1=0.5_win=10_buf=0.0,BullFlagMaTrailAfterTp1Researcher,0.5,10,0.0,2020-01-02,2026-03-16,0.061715652139610944,2.576408009944262,-2.514692357804651,0.010111652151871153,0.010283805195901358,0.9834796243671264,1.1485824319804867,0.01182013601457621,0.8554598812908574,0.25533333333333336,1.0686666666666667,5.443944330547728,293,3130.02686039,-1.0612505226551747,150,147,146,1,0.98,0.5,0.02379341235829594,0.0006510394099846796,1.9342526525025663,20000.0,554.21
