label,researcher_class,tp1_fraction_of_target,trailing_stop_fraction_of_flagpole,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
trailing_tp1=0.5_trail=0.2,BullFlagTrailingAfterTp1Researcher,0.5,0.2,2020-01-02,2026-03-16,0.06771252145373641,2.576408009944262,-2.5086954884905257,0.011067914123695788,0.00914693485438189,1.2079626464878788,1.4044330440043367,0.00805853563698955,1.3734398682674884,0.24266666666666667,0.902,5.404077577489069,293,3135.1550462650002,-1.0541995562490802,150,147,146,1,0.98,0.5958904109589042,0.02542116409517877,0.030332433114157342,2.1460800713916766,20000.0,488.23
