label,researcher_class,tp1_fraction_of_target,close_retrace_pct,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
close_retrace_tp1=0.5_pct=0.05,BullFlagCloseRetraceAfterTp1Researcher,0.5,0.05,2020-01-02,2026-03-16,0.06258727527877572,2.576408009944262,-2.5138207346654866,0.01025092001863337,0.010468506377936887,0.979479963936457,1.1908392527643152,0.015821634387346295,0.6479052522432052,0.25533333333333336,1.1206666666666667,5.447304551866748,293,3130.967221225,-1.0609952690614586,150,147,146,1,0.98,0.4863013698630137,0.023926328435468696,-0.002118034064112568,1.9246682133305526,20000.0,459.21
