variant,researcher_seconds,backtester_seconds,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,trade_win_rate,average_trade_return,profit_factor,hard_stop_rate,take_profit_rate,total_return,sharpe,max_drawdown
baseline_static,163.76,146.73,135,132,130,2,0.4461538461538462,0.028179471040667214,1.8599129818935891,,,0.06923390144846042,0.9394934394158232,0.014473919792365564
tp1_breakeven,170.92,26272.68,135,132,131,1,0.48091603053435117,0.027198673521361485,2.0957183000685746,,,0.06345621511187094,1.0286293572819631,0.014596118647972611
tp1_trailing,155.35,121.82,135,132,131,1,0.5877862595419847,0.025640277828948062,2.137383923838514,,,0.06103827799521544,1.122042431719183,0.009059867079801331
