start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,label,researcher_class,tp1_fraction_of_target,trailing_stop_fraction_of_flagpole,elapsed_seconds
2020-01-02,2026-03-16,0.07566431005174601,2.576408009944262,-2.5007436998925163,0.012329040484473586,0.00986698416205667,1.2468444416002498,1.4784158189578542,0.008831497647034281,1.3960305462589144,0.24866666666666667,0.9726666666666667,5.3892125312845245,293,3141.3854482549996,-1.0500875566363452,150,147,146,1,0.98,0.5958904109589042,0.028447659132070164,0.028546010922491052,2.276702905890745,20000.0,trailing_stop_only_tp1=0.5_trail=0.25,BullFlagTrailingStopOnlyAfterTp1Researcher,0.5,0.25,392.28
