label,researcher_class,tp1_fraction_of_target,trailing_stop_fraction_of_flagpole,close_retrace_pct,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
trailing_plus_close_tp1=0.5_trail=0.25_close=0.05,BullFlagTrailingCloseRetraceResearcher,0.5,0.25,0.05,2020-01-02,2026-03-16,0.0736460634898406,2.576408009944262,-2.5027619464544215,0.012009689928497158,0.009404226372883052,1.2741729681108942,1.5149825283504132,0.008947933815180109,1.3421746490930455,0.24466666666666667,0.9386666666666666,5.391761231954749,293,3139.64251016,-1.0502473588805519,150,147,146,1,0.98,0.5958904109589042,0.02764661287059809,0.028546010922491052,2.2435494733787174,20000.0,493.04
