label,researcher_class,tp1_fraction_of_target,structure_trail_lookback,structure_trail_buffer_pct,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
structure_tp1=0.5_lb=5_buf=0.0,BullFlagStructureTrailAfterTp1Researcher,0.5,5,0.0,2020-01-02,2026-03-16,0.06697153365297615,2.576408009944262,-2.509436476291286,0.010949998392304261,0.010299308817431619,1.0625679430796806,1.2548122645419781,0.010385933873467201,1.0543104284803957,0.26,1.0873333333333333,5.432572974058238,293,3134.5138470250004,-1.0570417424487537,150,147,146,1,0.98,0.5342465753424658,0.02566811315091697,0.008463156711898522,2.011865096993831,20000.0,483.38
