label,researcher_class,tp1_fraction_of_target,trailing_stop_fraction_of_flagpole,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
trailing_tp1=0.4_trail=0.2,BullFlagTrailingAfterTp1Researcher,0.4,0.2,2020-01-02,2026-03-16,0.05909162797677592,2.576408009944262,-2.517316381967486,0.009691810778656773,0.0084080484683475,1.1513553248675255,1.3466501219094018,0.00991253485217869,0.9777328325384498,0.224,0.7893333333333333,5.418599348500929,293,3128.364523225,-1.0587845522757946,150,147,146,1,0.98,0.6164383561643836,0.022259692037702727,0.02210885127669781,2.0874141179693186,20000.0,471.44
