label,researcher_class,tp1_fraction_of_target,vol_failure_threshold,start_date,end_date,total_return,benchmark_total_return,excess_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,daily_win_rate,average_holdings_count,total_turnover,total_trades,total_transaction_costs,information_ratio,planned_trade_count,entered_trade_count,closed_trade_count,open_trade_count,entry_fill_rate,trade_win_rate,average_trade_return,median_trade_return,profit_factor,fixed_entry_notional,elapsed_seconds
volume_tp1=0.5_threshold=2.0,BullFlagVolumeFailureAfterTp1Researcher,0.5,2.0,2020-01-02,2026-03-16,0.07320921097776556,2.576408009944262,-2.5031987989664968,0.011940500271633736,0.012022153330773007,0.9933558765832734,1.2360734914723137,0.014278558702685906,0.8362538909048037,0.312,1.47,5.4238068732153595,292,3126.327522235,-1.0581367945220213,150,147,145,2,0.98,0.45517241379310347,0.02683730657308983,-0.01607442519608324,1.8551046724592348,20000.0,574.43
